test string,timestamp,status code,response
this_is_awesome:),0.050455331802368164,200,FAKE
this_is_awesome:),0.055925607681274414,200,FAKE
this_is_awesome:),0.06930780410766602,200,FAKE
this_is_awesome:),0.05764460563659668,200,FAKE
this_is_awesome:),0.05693411827087402,200,FAKE
this_is_awesome:),0.053041696548461914,200,FAKE
this_is_awesome:),0.07338976860046387,200,FAKE
this_is_awesome:),0.05030632019042969,200,FAKE
this_is_awesome:),0.0896906852722168,200,FAKE
this_is_awesome:),0.06228375434875488,200,FAKE
this_is_awesome:),0.05290579795837402,200,FAKE
this_is_awesome:),0.08766055107116699,200,FAKE
this_is_awesome:),0.07452893257141113,200,FAKE
this_is_awesome:),0.08215832710266113,200,FAKE
this_is_awesome:),0.05635857582092285,200,FAKE
this_is_awesome:),0.07939434051513672,200,FAKE
this_is_awesome:),0.06290102005004883,200,FAKE
this_is_awesome:),0.05930447578430176,200,FAKE
this_is_awesome:),0.07044696807861328,200,FAKE
this_is_awesome:),0.05276989936828613,200,FAKE
this_is_awesome:),0.056571245193481445,200,FAKE
this_is_awesome:),0.059838294982910156,200,FAKE
this_is_awesome:),0.056441307067871094,200,FAKE
this_is_awesome:),0.06501555442810059,200,FAKE
this_is_awesome:),0.07212686538696289,200,FAKE
this_is_awesome:),0.06756019592285156,200,FAKE
this_is_awesome:),0.06682109832763672,200,FAKE
this_is_awesome:),0.0686495304107666,200,FAKE
this_is_awesome:),0.06369423866271973,200,FAKE
this_is_awesome:),0.050688982009887695,200,FAKE
this_is_awesome:),0.06195569038391113,200,FAKE
this_is_awesome:),0.06395816802978516,200,FAKE
this_is_awesome:),0.04898214340209961,200,FAKE
this_is_awesome:),0.0581052303314209,200,FAKE
this_is_awesome:),0.05566096305847168,200,FAKE
this_is_awesome:),0.05409812927246094,200,FAKE
this_is_awesome:),0.040831565856933594,200,FAKE
this_is_awesome:),0.05923128128051758,200,FAKE
this_is_awesome:),0.06287384033203125,200,FAKE
this_is_awesome:),0.05951738357543945,200,FAKE
this_is_awesome:),0.0520477294921875,200,FAKE
this_is_awesome:),0.0645897388458252,200,FAKE
this_is_awesome:),0.06833052635192871,200,FAKE
this_is_awesome:),0.06704497337341309,200,FAKE
this_is_awesome:),0.05830550193786621,200,FAKE
this_is_awesome:),0.059618234634399414,200,FAKE
this_is_awesome:),0.05244636535644531,200,FAKE
this_is_awesome:),0.05937623977661133,200,FAKE
this_is_awesome:),0.05208873748779297,200,FAKE
this_is_awesome:),0.05015897750854492,200,FAKE
this_is_awesome:),0.07117605209350586,200,FAKE
this_is_awesome:),0.14727234840393066,200,FAKE
this_is_awesome:),0.06708025932312012,200,FAKE
this_is_awesome:),0.048532962799072266,200,FAKE
this_is_awesome:),0.055768489837646484,200,FAKE
this_is_awesome:),0.059381961822509766,200,FAKE
this_is_awesome:),0.055477142333984375,200,FAKE
this_is_awesome:),0.06620955467224121,200,FAKE
this_is_awesome:),0.04704689979553223,200,FAKE
this_is_awesome:),0.08484721183776855,200,FAKE
this_is_awesome:),0.06690239906311035,200,FAKE
this_is_awesome:),0.06322836875915527,200,FAKE
this_is_awesome:),0.051115989685058594,200,FAKE
this_is_awesome:),0.05058693885803223,200,FAKE
this_is_awesome:),0.04883217811584473,200,FAKE
this_is_awesome:),0.06661581993103027,200,FAKE
this_is_awesome:),0.050194740295410156,200,FAKE
this_is_awesome:),0.0664682388305664,200,FAKE
this_is_awesome:),0.057586669921875,200,FAKE
this_is_awesome:),0.05932497978210449,200,FAKE
this_is_awesome:),0.0725555419921875,200,FAKE
this_is_awesome:),0.06023383140563965,200,FAKE
this_is_awesome:),0.07705998420715332,200,FAKE
this_is_awesome:),0.08925390243530273,200,FAKE
this_is_awesome:),0.053414344787597656,200,FAKE
this_is_awesome:),0.06451678276062012,200,FAKE
this_is_awesome:),0.05928206443786621,200,FAKE
this_is_awesome:),0.05827188491821289,200,FAKE
this_is_awesome:),0.05175375938415527,200,FAKE
this_is_awesome:),0.05717325210571289,200,FAKE
this_is_awesome:),0.048980712890625,200,FAKE
this_is_awesome:),0.057707786560058594,200,FAKE
this_is_awesome:),0.0493624210357666,200,FAKE
this_is_awesome:),0.07391524314880371,200,FAKE
this_is_awesome:),0.050569772720336914,200,FAKE
this_is_awesome:),0.05226278305053711,200,FAKE
this_is_awesome:),0.056499481201171875,200,FAKE
this_is_awesome:),0.05740022659301758,200,FAKE
this_is_awesome:),0.06570744514465332,200,FAKE
this_is_awesome:),0.04731345176696777,200,FAKE
this_is_awesome:),0.06253480911254883,200,FAKE
this_is_awesome:),0.06754827499389648,200,FAKE
this_is_awesome:),0.05544328689575195,200,FAKE
this_is_awesome:),0.06108856201171875,200,FAKE
this_is_awesome:),0.05483746528625488,200,FAKE
this_is_awesome:),0.06722736358642578,200,FAKE
this_is_awesome:),0.04933476448059082,200,FAKE
this_is_awesome:),0.05133962631225586,200,FAKE
this_is_awesome:),0.04492640495300293,200,FAKE
this_is_awesome:),0.05942654609680176,200,FAKE
this_is_awesome:),0.05000662803649902,200,FAKE
this_is_awesome:),0.06618428230285645,200,FAKE
